geneId,sampleId,expression,celltype,cell Type Description,cell_lineage,tissue,treatment,immunophenotype,species,strain,sampleCode,RNA.Id,batch,firstPublished,cellOrder,gene_symbol
ENSMUSG00000066456,EoSSCLo.4,12,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1633,1633,CAGRF11700,,3,Hmgn3
ENSMUSG00000071637,EoSSCLo.4,832,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1633,1633,CAGRF11700,,3,Cebpd
ENSMUSG00000000552,EoSSCLo.5,234,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Zfp385a
ENSMUSG00000000782,EoSSCLo.5,70,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Tcf7
ENSMUSG00000000861,EoSSCLo.5,815,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Bcl11a
ENSMUSG00000001156,EoSSCLo.5,15021,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Mxd1
ENSMUSG00000001444,EoSSCLo.5,0,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Tbx21
ENSMUSG00000002111,EoSSCLo.5,15051,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Spi1
ENSMUSG00000003032,EoSSCLo.5,46,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Klf4
ENSMUSG00000003545,EoSSCLo.5,214,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Fosb
ENSMUSG00000005583,EoSSCLo.5,530,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Mef2c
ENSMUSG00000008193,EoSSCLo.5,10,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Spib
ENSMUSG00000008496,EoSSCLo.5,186,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Pou2f2
ENSMUSG00000015053,EoSSCLo.5,1352,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Gata2
ENSMUSG00000015846,EoSSCLo.5,5268,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Rxra
ENSMUSG00000018168,EoSSCLo.5,5125,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Ikzf3
ENSMUSG00000018983,EoSSCLo.5,5701,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,E2f2
ENSMUSG00000019982,EoSSCLo.5,14239,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Myb
ENSMUSG00000021250,EoSSCLo.5,5405,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Fos
ENSMUSG00000021356,EoSSCLo.5,2,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Irf4
ENSMUSG00000022508,EoSSCLo.5,545,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Bcl6
ENSMUSG00000022528,EoSSCLo.5,23,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Hes1
ENSMUSG00000023034,EoSSCLo.5,40,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Nr4a1
ENSMUSG00000023927,EoSSCLo.5,2831,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Satb1
ENSMUSG00000025997,EoSSCLo.5,2772,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Ikzf2
ENSMUSG00000026628,EoSSCLo.5,8,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Atf3
ENSMUSG00000026815,EoSSCLo.5,1088,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Gfi1b
ENSMUSG00000027230,EoSSCLo.5,223,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Creb3l1
ENSMUSG00000028717,EoSSCLo.5,436,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Tal1
ENSMUSG00000029135,EoSSCLo.5,3921,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Fosl2
ENSMUSG00000029275,EoSSCLo.5,5448,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Gfi1
ENSMUSG00000029771,EoSSCLo.5,1102,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Irf5
ENSMUSG00000030103,EoSSCLo.5,3743,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Bhlhe40
ENSMUSG00000031162,EoSSCLo.5,3618,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Gata1
ENSMUSG00000032035,EoSSCLo.5,8074,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Ets1
ENSMUSG00000032053,EoSSCLo.5,0,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Pou2af1
ENSMUSG00000032496,EoSSCLo.5,50855,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Ltf
ENSMUSG00000034041,EoSSCLo.5,6947,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Lyl1
ENSMUSG00000034271,EoSSCLo.5,2163,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Jdp2
ENSMUSG00000034957,EoSSCLo.5,2479,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Cebpa
ENSMUSG00000037992,EoSSCLo.5,1536,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Rara
ENSMUSG00000038151,EoSSCLo.5,2,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Prdm1
ENSMUSG00000039153,EoSSCLo.5,2243,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Runx2
ENSMUSG00000039377,EoSSCLo.5,1376,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Hlx
ENSMUSG00000040270,EoSSCLo.5,14,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Bach2
ENSMUSG00000040732,EoSSCLo.5,1469,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Erg
ENSMUSG00000041420,EoSSCLo.5,12,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Meis3
ENSMUSG00000041515,EoSSCLo.5,626,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Irf8
ENSMUSG00000046179,EoSSCLo.5,4176,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,E2f8
ENSMUSG00000046668,EoSSCLo.5,219,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Cxxc5
ENSMUSG00000049577,EoSSCLo.5,1087,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Zfpm1
ENSMUSG00000052435,EoSSCLo.5,16243,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Cebpe
ENSMUSG00000055148,EoSSCLo.5,1403,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Klf2
ENSMUSG00000055435,EoSSCLo.5,92,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Maf
ENSMUSG00000056501,EoSSCLo.5,626,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Cebpb
ENSMUSG00000056749,EoSSCLo.5,1468,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Nfil3
ENSMUSG00000058794,EoSSCLo.5,12486,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Nfe2
ENSMUSG00000058881,EoSSCLo.5,2933,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Zfp516
ENSMUSG00000066456,EoSSCLo.5,22,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Hmgn3
ENSMUSG00000071637,EoSSCLo.5,1312,EoSSCLo,Eosinophil Low Side Scatter,Eosinophil Lineage,BM,none,PI:- CD4:- CD8:- CD19:- B220:- Ter119:- Ly6C:+/- SiglecF:+ Ly6G:- SSC-A:Lo (30% Eos),Murine,C57BL/6,CAGRF11700.1634,1634,CAGRF11700,,3,Cebpd
ENSMUSG00000000552,Fob.1,540,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Zfp385a
ENSMUSG00000000782,Fob.1,372,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Tcf7
ENSMUSG00000000861,Fob.1,6200,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Bcl11a
ENSMUSG00000001156,Fob.1,435,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Mxd1
ENSMUSG00000001444,Fob.1,70,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Tbx21
ENSMUSG00000002111,Fob.1,1833,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Spi1
ENSMUSG00000003032,Fob.1,163,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Klf4
ENSMUSG00000003545,Fob.1,165,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Fosb
ENSMUSG00000005583,Fob.1,16679,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Mef2c
ENSMUSG00000008193,Fob.1,19113,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Spib
ENSMUSG00000008496,Fob.1,8540,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Pou2f2
ENSMUSG00000015053,Fob.1,3,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Gata2
ENSMUSG00000015846,Fob.1,130,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Rxra
ENSMUSG00000018168,Fob.1,16846,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Ikzf3
ENSMUSG00000018983,Fob.1,1661,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,E2f2
ENSMUSG00000019982,Fob.1,309,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Myb
ENSMUSG00000021250,Fob.1,639,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Fos
ENSMUSG00000021356,Fob.1,4929,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Irf4
ENSMUSG00000022508,Fob.1,3579,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Bcl6
ENSMUSG00000022528,Fob.1,704,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Hes1
ENSMUSG00000023034,Fob.1,1146,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Nr4a1
ENSMUSG00000023927,Fob.1,5946,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Satb1
ENSMUSG00000025997,Fob.1,32,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Ikzf2
ENSMUSG00000026628,Fob.1,16,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Atf3
ENSMUSG00000026815,Fob.1,9,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Gfi1b
ENSMUSG00000027230,Fob.1,7,Fob,Follicular B cells,B Cell Lineage,Spleen,none,FSC-lo B220:+ CD21:+ CD23:+,Murine,C57BL/6,GSE60927.SRR1561641,SRR1561641,GSE60927,"Shi et al, 2015; 25894659",1,Creb3l1
